type,,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID
loc,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9
dir,,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
hz,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless
11,21,0.009332806755939123,0.013593879098492889,0.011505659255478388,0.016335498550961194,0.013189422857244807,0.017557057754742637,0.014130154118303333,0.016640472816642986,0.014096559964416512,0.028580786816538976,0.015097826696984173,0.0399163817881129,0.016372043746683478,0.03863301205440117,0.014570592125383171,0.03125675527460309,0.013920559288631252,0.021037402327507906,0.0009152591949174518,0.0022153010475800404,0.00035835444425378086,0.0022392346768049464,0.0006032830814697074,0.0025276705267723446,0.0007745556434956109,0.0024974483228397924,0.000591478548865145,0.005066557141579913,0.0005154266172131478,0.006721474437194337,0.0004277327575693553,0.0021884960073965446,0.0003403682417112042,0.0018788438763663446,5.3319263478873724e-05,0.004386393685971066
11,22,0.009977158386090099,0.00817280656829512,0.014194522518810647,0.011976781852347676,0.01736802286882623,0.013708118913811435,0.018034323808938938,0.01670018114048006,0.018391237853892187,0.021312036716715714,0.01757537355390097,0.022054223712171982,0.016081344042499505,0.02148471488259023,0.014812195373830316,0.017704550145541155,0.010025959960658918,0.01082168912149134,0.0002561798688007065,0.00010609173550087366,0.0003197005079405213,0.00011472249349831677,0.0012069163653146953,0.0007967168951743153,0.0017166167376264673,0.002220895386587948,0.0012661625291454533,0.004222932388808524,0.0006889024824594902,0.004318668318010586,3.77458997922279e-05,0.003738405779453038,0.00011634687279356542,0.0022666556805824942,1.3931785748474623e-05,0.0003291637701635453
11,23,0.014828249821914656,0.00903961774474051,0.015003903905992289,0.011248546039875833,0.0173954079372337,0.01263260699286379,0.01790708348325144,0.012929473476780175,0.019622189223993537,0.013252351055525394,0.018886927049291232,0.014236247791894066,0.018437030378478412,0.016971036845757303,0.016925322391129278,0.01571237981427499,0.013634340948721997,0.012782593655905818,0.003167604752413308,0.0005875469168271771,0.002929475433230363,9.671304415542225e-05,0.0033122349835083423,0.00010808825981703963,0.0033069077681001733,0.00011234285933124661,0.002688189275158539,3.940746385927323e-05,0.001738582873546036,0.00024820527496175696,0.0017814272940922184,0.0007528586204105067,0.0012311296112847098,0.0008225316337211371,0.0004112853161863113,5.871874549384114e-05
11,24,0.009687587832588369,0.009977655430705513,0.012531479521539551,0.013271083500118531,0.013068862703814417,0.015714188914569417,0.013524420056810977,0.017160987100019367,0.014859280569955368,0.01849701332889292,0.015015577488696127,0.017863308450765985,0.01472512252088918,0.016486058258402235,0.013528201113881007,0.013675402998193562,0.009708605106879705,0.009227809431220887,0.0004773425727024158,0.0002083009625088416,5.0863723375426864e-06,0.0006922226148187435,0.00011192059742201805,0.001205398869151606,0.00030541279493812273,0.0013353082023198869,0.00025281801432418423,0.0007013396956423403,9.568591778974067e-05,0.00032444039204393714,2.0831845453751703e-05,2.660950631761826e-07,1.1148817702178759e-05,3.1085036407512826e-05,6.415979446233875e-06,5.396003152464861e-07
11,25,0.012372956335059056,0.004814034254732562,0.01735161166219574,0.007044138000320017,0.01955454584095054,0.008211450057045678,0.017709656465452188,0.00880393347525894,0.02007039482930366,0.009391922614375976,0.0231981663669053,0.01025026953363322,0.025068281535773958,0.011463173861750291,0.021981044001245096,0.01070402677775312,0.012066570778923704,0.008864253732796087,0.0019181005277871513,5.386687413225923e-07,0.001235854756479739,1.5611944737225396e-06,0.0003983926468666467,3.398050770621343e-06,0.0003045922657419842,3.702608537169036e-06,0.00012591288067535184,6.105372698252727e-06,0.00020819333516705548,4.44979035685071e-06,0.0019154424032145538,3.803278483528592e-06,0.002655688992039964,6.985977771245102e-06,0.0001904027759764111,9.136080605658221e-06
11,26,0.009010194438109485,0.011465082882204675,0.013042445243997128,0.015299512376646781,0.01638620677349508,0.01877501735752621,0.01776125368642469,0.01960511060938085,0.018383899540787972,0.01960688615234263,0.017524987105456268,0.01854051276884117,0.015769777618863057,0.017121725381098154,0.013290375570495578,0.013980493189696071,0.008962979139736697,0.008946540042748507,0.00016003353765749588,0.001689066680494288,0.00041582202626478407,0.002526763298886975,0.0006272781845938449,0.0033493060520376513,0.0004854399784178484,0.0033405678603647903,0.000266013666231823,0.002269987563022018,8.68065707176478e-05,0.0013450027538510112,7.947677943947875e-05,0.0008168031090286349,8.488210521579244e-05,0.000349970656179716,2.699246525955514e-05,8.671814788986404e-05
11,27,0.008156763210687958,0.011159407059075298,0.012333584361091507,0.01604105384289173,0.014720864206654867,0.02090662063669516,0.015198710166482023,0.023231522150866105,0.016208643506289616,0.023633913189055656,0.015756550613396682,0.0208018506979009,0.014506400979864829,0.018289742680976367,0.012700952897879755,0.015222343347315623,0.008726342976846088,0.00989076420831553,0.00011731463953070526,0.0018143890839054236,0.00022450153775609375,0.0025083372079763434,0.00014355536959865592,0.002547929269819293,1.9508078751520964e-05,0.0018783702926549967,0.0001306901530350624,0.0010284842522172517,0.0001714509763872911,0.0005223077042328853,0.0001470903132031735,0.00032096169391852516,4.276639433001694e-05,0.00023435614649738653,1.3076399723233662e-05,7.193696045061684e-05
11,28,0.009852528398162957,0.009198504352829354,0.01245270383598479,0.012948520119235493,0.01482053231951181,0.015512164146840042,0.01684359121086664,0.018716360425043495,0.018654029202649986,0.022340274513206977,0.01884593942626827,0.02152546033416935,0.017326166188850474,0.019244976547506704,0.01388720528500967,0.01581797361233473,0.010715993847117494,0.010126574767783225,0.0002936095092469722,4.558341658337169e-06,2.2891583434847087e-05,0.0002495134791931956,0.0001769803683077748,0.0003923847355837649,0.00032209572502494004,0.0007549169159187204,0.00026200659281472733,0.0013318924274560336,0.00015659570879093023,0.0016226478519702598,0.00013015669631285512,0.0009351482756517183,9.875217463668525e-05,0.0005848635059949342,2.7804761533141065e-05,0.00011702399982206731
11,29,0.019473231286842613,0.010600028149402422,0.022047873517039157,0.01392085593408736,0.023733896198512905,0.016924657523013944,0.02503564138281356,0.017891079133946837,0.027545983139236712,0.018311062869776653,0.02584131565709987,0.01818327192425542,0.021040888141828664,0.01693961055037666,0.017001776670933763,0.014170623199506118,0.0107436999371915,0.009912492172347815,0.0049075774919249615,8.889464959209613e-05,0.005896752165092554,0.0007112925758273663,0.005730308930418753,0.0007325573058918436,0.005857941054798808,0.0007711609246258164,0.006739124010236526,0.00047423182284609235,0.0057172010687091815,0.000461532096530895,0.0015075155129919116,0.0004765968728650033,0.0005162281892430973,0.0002708314156010648,0.00010938358516723084,5.635821988770058e-05
11,3,0.022488368793675162,0.008272318933748258,0.02522577140560399,0.010614856121158782,0.02806527851430468,0.011185970236457319,0.03261207111977768,0.01443482015992959,0.056548990069480234,0.020514500281957945,0.05191538855654575,0.026306538871979368,0.05033918076987966,0.03741511934330757,0.032837212776607776,0.03821707918340258,0.019965380024314697,0.017905163762912513,0.011576649554595283,0.0002356493685504581,0.013104991030959972,0.00013361824668089344,0.01491932385676675,0.0004100044075517809,0.019650378805771102,0.0013682550130847846,0.04150882275415485,0.0073654407386312465,0.03548066153128836,0.009595846717663349,0.013294021433449479,0.017190487927839483,0.0006479276276987816,0.017004987672950778,0.0014176671043776888,0.002132435589888478
11,30,0.011997234069263266,0.010140923927453653,0.016941659462172437,0.01365638388780815,0.020708236003040274,0.015899751809018797,0.022320696659029013,0.01640997185245051,0.02372757422478725,0.018976049275205773,0.02155205814343415,0.019509826504039474,0.017969028519980473,0.017853106076644417,0.018229996692526965,0.01425911375253904,0.013526336610642814,0.011595748504354426,0.004035399596035484,6.717127823323888e-05,0.0049431284537838245,0.0005575207115003671,0.0070606066624068825,0.0006753895121888379,0.008360965960865503,0.0006500697114108209,0.007847836327153508,0.0022221955920514584,0.0058186701760763815,0.002013621341200874,0.0017248162059908363,0.0012804955916966131,0.0001467465044158292,0.0005550104018619137,6.918576242282298e-05,0.00013380012587929432
11,31,0.009399980961571077,0.007451009678370829,0.013678461759706299,0.011457197646995454,0.017199513380498625,0.01412743750771165,0.021065129809090543,0.014976841256577856,0.02683985224791291,0.019920928269267866,0.026548814855092,0.021628453367422796,0.023461577974602493,0.02134412629515505,0.01840090132237238,0.018098627925609154,0.010817835366965354,0.011637006820742549,0.0010647547594587329,5.852584911387699e-05,0.0008558915881296933,0.00022797011837173605,0.002875109196831851,0.000555710610339844,0.0050826092845634736,0.000564238910506294,0.008404899315625932,0.002596861569816467,0.007553634188260901,0.0026400138226151085,0.005350262457452048,0.0022077375419113907,0.0029656111591835274,0.0012895477199953971,0.0004079307569968435,8.552703746017291e-05
11,32,0.010249565888766986,0.016910945808852815,0.011710649572457116,0.018785068400154738,0.011442257201465121,0.018694464082245996,0.011390261962818836,0.019738674337888697,0.011652408673337892,0.026085712002170556,0.012434341322336498,0.02609754798517889,0.021390917659765484,0.023521084551011446,0.02183553296036139,0.020537111984489514,0.013510342995314405,0.013628026520338486,0.00022258714030672634,0.004232771366081223,1.9836114073045763e-05,0.003442331911121973,8.045351462595377e-06,0.0021656194842680646,1.1047897199940906e-05,0.0011005155163204294,4.42303796993776e-05,0.0024181077345166355,0.00014473207170570654,0.0029676777078915706,0.003347939207966637,0.0019580852979829743,0.0027625564010498914,0.0024553166910431493,0.00032581713844003255,0.000225961381267799
11,33,0.012434273406393848,0.008601363034919218,0.01604762151480056,0.011690401118723768,0.017374483827490773,0.013341363953925066,0.01772613283614568,0.013551334964364784,0.018866069083152973,0.014441612152663758,0.018246118864471524,0.014621962590120227,0.020400881194479966,0.01345236486865903,0.024416839594915002,0.012724369471714259,0.015744398096993486,0.010653393509351858,0.0012908744275181008,0.00036213286548314845,0.0016249425740506756,0.0002060384026596365,0.0026274989391581894,0.00032635223732368297,0.0027907047278661256,0.00030832429555755685,0.0026863963516145536,0.00011164906626295878,0.0017809707334210574,4.2191019455260946e-05,0.004562704357051998,1.344714109682754e-05,0.005760207880933619,7.964634172187959e-07,0.001920871831080117,8.77336885242548e-06
11,34,0.007901122032168714,0.012693012483545771,0.0115201961944807,0.016482016610406092,0.01339034669874672,0.020562742428773848,0.013983941718397177,0.022345375091804787,0.01528370977105719,0.02283560062951799,0.01540825217901033,0.020854651177879557,0.014160333124875212,0.019461263380226048,0.011685915379116283,0.015792217122147078,0.008057190347838092,0.009788162544866115,0.00036357309058635516,0.0024818463790418945,0.00015844459068219247,0.002941902850658103,0.0001927785326248561,0.0029560125464470543,0.0002523575432622689,0.002967724346437315,0.0002195881628141967,0.002864970667268163,0.0001806973117702942,0.0019180950060039993,9.88311174560496e-05,0.0012577978310494037,2.9443172892153843e-05,0.0005881966558537597,1.2835586371814922e-05,0.0001258580530870576
11,35,0.012992293995772588,0.009435085645487324,0.016536642650727598,0.012330043559127996,0.018373176787544954,0.014550252872100029,0.018614664817250846,0.016774167407866136,0.020392591341606967,0.024043287710879286,0.02103090529116331,0.02524571625124596,0.019638000995303814,0.022511200989016118,0.016541656563318873,0.016990603961109074,0.010483507200627327,0.01083703766546714,0.002376227500127417,0.00022441430128573313,0.0020668991763100005,9.398447148251906e-05,0.0028101600702795373,0.0005833996425339586,0.0034614868131668665,0.00178875509488854,0.002991609565082046,0.0065456972016650645,0.002194305016093284,0.006231998945069053,0.0015914312767857574,0.004370627044784107,0.0008676147865392036,0.0022389532392660364,0.00015748080040688936,0.00040731162370006446
11,36,0.017042123024399114,0.013498051904862642,0.01918960517462318,0.01295864032758096,0.020866617081548057,0.013119312264556406,0.01947274556201158,0.014120652506627014,0.020082084949037945,0.02081506894339811,0.03783494945118916,0.026010184991939703,0.045046136435810874,0.05437671999170438,0.03597179250225935,0.05213405863832548,0.015486397858536588,0.022756737894554353,0.005267563511898414,0.0010853002394994966,0.005596160592526924,0.000553323750665965,0.00459868513724619,0.0001872662124546625,0.00331886129395902,0.0007471676295198895,0.0048370499190288595,0.005544838119201366,0.015245204822467096,0.008925390861266692,0.021572274480132218,0.0327172284485988,0.017597718790082605,0.029919283779963165,0.00023492505173065657,0.007162254213907166
11,37,0.02587034431155841,0.006650354615360707,0.03153174795437628,0.010085856996519836,0.03501192558532917,0.0114303032680683,0.03355567884851193,0.011715795953456145,0.030942256234725497,0.012822055986763222,0.026627232771614544,0.012901249871417234,0.021408051678691063,0.012455131665782083,0.016996140489388443,0.010500045280083532,0.010378181608792454,0.007509117908732278,0.01646918340791885,1.5790915013190259e-06,0.01881720771300925,3.0457082792333224e-06,0.02010473882215729,2.1921184311620185e-06,0.018866515864295226,2.315091350673117e-06,0.015250087665819718,6.13594370775199e-06,0.01052948364333132,7.509445195601552e-06,0.004577403866072621,1.3707947587260844e-06,0.002132122456839233,3.507303909587638e-07,0.0004423744388540048,2.407428576231833e-07
11,38,0.010398369188530356,0.009721209423893092,0.012517814397811392,0.01349011875461594,0.013736241543540506,0.015577783935151279,0.013873511196514955,0.015664855360798726,0.015446004479186953,0.017199943214812045,0.01576672538133097,0.01685290268267799,0.01600781682852919,0.015876293295329937,0.014567436305689086,0.013372830185343527,0.009997293395282061,0.008767194954154471,0.0003562458067984757,0.0005147962093525888,0.0004194836855184603,0.0002769684470835322,0.0006364013473381238,0.0005255602488924774,0.0006133360412468381,0.00030163090685123375,0.0005362462888000585,0.00011769663781301859,0.00039024266968539764,0.00018329217808815698,0.00029343009229202994,2.7234964357640886e-05,0.00013560701919549688,1.184176649017383e-05,4.136021933125783e-05,9.533756747237306e-06
11,39,0.011852759423627282,0.010458514246274695,0.014173688348506904,0.014149390005796469,0.014874356342176055,0.015953520717782957,0.013415416606618605,0.015919544329750155,0.017658477453645103,0.01791512157887637,0.01997177545278031,0.0169902524783934,0.022495853476596012,0.016797843509981935,0.0195067935251486,0.015091400441770975,0.012119076197417578,0.014909053733083091,0.002870382924533088,0.0022319363293390355,0.0021403120404495622,0.0020081616602240057,0.00158073455763375,0.0017956173085887166,0.00030794265196125827,0.0014889136877246022,0.002863148981327749,0.00014310781513985433,0.0032558406364761026,0.0004454994717038656,0.003954468316772646,0.0004046389895563911,0.002895124438484941,0.0007566978798403557,0.00024472988735174103,0.0007332540290056491
11,4,0.007221138875319411,0.00987409912155859,0.0096387223091018,0.012746977449234233,0.011104478847943263,0.015048247457092519,0.012616071855450517,0.017426060309123026,0.012713289906783687,0.02519550172124997,0.013481508007482873,0.029258180803188528,0.014465122479440748,0.03182121531435849,0.014225727856831936,0.02774208009958164,0.01225146785261935,0.015092437047490866,0.00013081328779555743,0.0016017910652388109,3.8299115614853344e-05,0.0004182522216660744,3.370968063645745e-05,0.0002761781705561776,0.00010043218223682883,0.00036969477776544125,8.553649124090793e-05,0.00642175903101561,5.980252837137292e-05,0.010136132602344243,7.074049690672984e-05,0.012181581079665733,3.627740299261166e-05,0.010292438086315806,2.0755615565399997e-05,0.001257515651603651
11,40,0.015589253946194686,0.007110985576784807,0.020123860405843866,0.010149818982135858,0.025098474616131537,0.011859090312260321,0.025071973804729933,0.012907795092885761,0.024077424524232626,0.016535482464474238,0.020898174984356865,0.027029301806582123,0.018933053229576145,0.029270741759692676,0.0148655832343017,0.025508131276109895,0.010744577660313809,0.016422739048404682,0.006091975024529879,6.454678667649118e-06,0.006896988027210695,3.0788740951427307e-05,0.007676810809584702,0.00014988313218945712,0.006955067262884842,0.0003598104339522072,0.0054060746026744705,0.0013911015132170653,0.003205774790512197,0.008284634789868484,0.0003518801646564647,0.010429992268209155,0.0001933158312784878,0.008631149331904462,4.174837752431338e-05,0.0024368230858408313
11,5,0.009348221830997504,0.014504608368499344,0.013290301198229978,0.01883524835747298,0.01500223947550285,0.021664453153076857,0.014078030680900222,0.021260459485527714,0.018070620973571306,0.022886446233890533,0.023203508106570632,0.022331947262586246,0.02380436213217001,0.020113121378616573,0.02105250613594057,0.017050861843538496,0.013342189876864731,0.01105535456517768,0.0015064028762790008,0.00195987531003474,0.0012042405806100688,0.0020661530272023418,0.0012025649663557892,0.0003286186447702848,0.0005192297294441532,0.0008982086898652967,0.003345030996840604,0.0028312774313780523,0.005561300984573108,0.0020755036029541396,0.005965235592570821,0.0010335907094189266,0.004769362578765764,0.0004438272154005545,0.0006135525123246272,0.00014563702433154435
11,6,0.01471149584627868,0.009867396132306151,0.019457867464272565,0.012965650399842097,0.023256841809742114,0.014115731077075732,0.027727705289659014,0.015063650735621005,0.03248651355202069,0.016112755759615616,0.029964514138861618,0.016037250647927676,0.024243321087986422,0.0172499035773544,0.018938020971319452,0.018175912311425235,0.012174379375142949,0.013279536813412825,0.005582979318574993,0.0004763628051521152,0.006456075306069198,0.0003128746921077695,0.007447601425112656,0.00016353629558709995,0.007855978751655727,9.574583531384088e-06,0.009020877466509867,8.645737870709425e-05,0.008197781044697742,0.00019237001481952945,0.004467351669155066,0.0005292586499345872,0.002694101591574876,0.000682653361520674,0.0003840056609655963,0.0003005260391154061
11,7,0.012595463595091085,0.011200303524102602,0.014383572171632088,0.014364835739221746,0.014928157165264567,0.016883572228265156,0.016254230776093347,0.018101727883263755,0.01844125106983417,0.019251079799312502,0.018227994932337722,0.018874635623005006,0.017122022676768062,0.018558363790330025,0.014005985690144331,0.015945795442270264,0.009946068947403913,0.010843479642821527,0.0010143540563483967,0.0008861261311373272,0.0001456808810769513,0.0008509952763297269,0.0006147462135155643,0.0008758811029793448,0.0011244831400635752,0.0011390150649873347,0.0010600649393999377,0.000973607864758772,0.0006103313145544237,0.0005204382675177072,0.00023415326548412448,6.351017797735319e-05,1.1234129650209652e-05,0.00017933303895657318,3.4903534407658386e-06,4.1286926594164e-05
11,8,0.010497595180229292,0.011086933338436177,0.013005961653538609,0.015334675504494395,0.015198088152915738,0.018960788247261863,0.015706682813509808,0.019540345905811773,0.0159130888738045,0.019916592369751237,0.017000187867329295,0.01854275175519377,0.018323745593414292,0.018833631787120813,0.01602509248339936,0.015605907652716617,0.010381013847116838,0.01233843889479771,0.0006396315268689517,0.00010170015569147435,0.0007991566759631256,0.0002706515350513161,0.0013116885423940746,5.250769974915212e-05,0.0012197109064763184,1.7799741422153205e-05,0.0004883622557984024,0.0002422276181204838,0.00020191478404387077,0.00031071133674506795,0.00046681348429530227,0.0002790794341822417,0.0003180707002849953,0.00017056312706462557,3.962608322464855e-05,6.529020285248346e-05
11,9,0.009401007834506665,0.010780546100885916,0.013167355526912488,0.01357861311732854,0.015346342475314996,0.016324441279822202,0.015828674816567648,0.01965529005497938,0.016756848179469645,0.02162551140026726,0.016243076482926076,0.020533414717885393,0.015156848488222728,0.018907888269356216,0.012744727762434821,0.015617600435202801,0.008518802774926254,0.009959747935521743,4.9600273939530544e-05,0.00014262608922900236,0.0007406850747726856,4.135631517403055e-05,0.001217690745196134,0.0001039977552616319,0.0011721896029146845,0.00017220328643477133,0.000685622272240678,0.0005370047415956993,0.00022306892666211248,0.0004924577224968173,0.00012785559425772217,0.00024427147082487513,4.16697110729383e-05,9.342702303367548e-05,1.181295180893075e-05,2.334887563337791e-05
12,1,0.015501509192864013,0.013976502407385854,0.017023900662755054,0.015267147413621188,0.01936069612630031,0.015763813524256622,0.018331291798654913,0.0175155105769356,0.017813447704258592,0.0248219223651566,0.021013353320773333,0.04847532447514615,0.044572476492098764,0.05301990729130645,0.04097249464823058,0.03774725269317093,0.022896207854711866,0.023547286627819367,0.005606869885411207,0.0010776819314321574,0.005295397432334199,0.0006838403333633864,0.005813335606803249,0.0011739478127518628,0.005016243814633119,0.0016386291462153308,0.0025889570418640606,0.006907728628105856,0.003118136866991743,0.01842964653479093,0.0022010774376268125,0.023808096094368205,0.0012825673371901413,0.0069228587586414835,0.005911233760283019,0.003950891136200496
12,10,0.016687095002358644,0.010924016289543217,0.01959970430772555,0.01451573743159812,0.019225830223371137,0.016921743885181043,0.01754482112898262,0.015539721387959733,0.028743233163829172,0.019995017015925386,0.03364890473019629,0.01913861401930837,0.032098580118508725,0.02438660648661978,0.02640658169168196,0.022772754103836848,0.012586512273869345,0.014531102987926335,0.0054924359269035595,4.2510957681498615e-05,0.005958346006462636,0.000976716988220422,0.004467169831329782,0.0007000668351766137,0.001518685296806922,0.0001830215758566299,0.013360539829540823,0.0031651589057997047,0.015664073595835288,0.0021560245741334538,0.015068597417707216,0.001977012080190054,0.011371109165445273,0.0020255380716290316,0.0007443467412500069,0.0010505294056262957
12,11,0.017332000827252374,0.009950371637105885,0.022508005746972183,0.013172115288894408,0.028027742929479484,0.015028544895514015,0.03265436196742788,0.016649903978733713,0.03551265131552547,0.017493847215659507,0.03194683121323162,0.016964565924166907,0.024750976252513733,0.019214645152882806,0.019639479760529193,0.01991690745360814,0.012774046441420574,0.013546189109860513,0.008034442353396707,0.0004579129482648924,0.009195299079011038,0.0002662966668804352,0.011288581806687077,6.752691758357331e-05,0.011969891200615566,0.00014069655849606393,0.011644722457552926,0.00014194684181154647,0.010178514355042094,0.0001608906177105588,0.004615011078232401,0.0009394463671606553,0.002894708929747952,0.0014255064629107932,0.0004705664876813041,0.00021165219048351698
12,12,0.010324508065490647,0.00826377020534935,0.013153279479064792,0.010822098777039468,0.015385808404638462,0.014643231513113085,0.01672634022366116,0.01572240962694255,0.02617757567610708,0.016683982526209007,0.032633187396609024,0.017399272163752786,0.036793149605597514,0.01627915640536744,0.030957023397310796,0.013560603924677447,0.017015660709975292,0.010265788169008397,0.0008145572872330963,0.00020982884081391137,0.0012641009463410357,0.0001607125139069055,0.002195105208926598,0.0006081365389601348,0.0028622503811394687,0.00045679550645548445,0.009111320941591018,6.4702080417011e-05,0.013855658915405158,0.0003711710954042211,0.017056724235751358,0.0003661258959100948,0.01348952105378824,0.00017244044215862278,0.0027813772418658787,5.423897143156694e-05
12,13,0.011483737769864586,0.011590594220287515,0.014132302424488647,0.016004909299789694,0.016513914408870917,0.019924869950307518,0.0172477780792444,0.02103068305698775,0.017302705528971393,0.02104354889001976,0.018430616075543534,0.01924485195304374,0.019855091280227114,0.01907094111708103,0.017262362023169543,0.01619419731501363,0.011407496902621739,0.012503569608794757,1.61227954861022e-06,0.00045073928654376747,0.0007334207442073071,0.00046478438150244453,0.0018212009375865618,5.5867449639802285e-05,0.0018644216496309202,1.2469616206182229e-06,0.0008759569913073208,0.0007788552268173296,0.00010672691507169293,0.0010147751419263466,0.0005002965953911742,0.0006846370772148542,0.0006462016220806179,0.0004159544744721934,5.618469909750397e-05,6.555117754347552e-05
12,14,0.0094358028971655,0.012291807948125559,0.013489532560713299,0.015409473489050982,0.015880146471727207,0.017113576675459017,0.01630528923856272,0.021237348906483853,0.017215952601700106,0.02324900692370631,0.01709691710557301,0.02223352322185327,0.01630757705243042,0.0201479354648513,0.013567842705012198,0.016010542067605413,0.008891794927886488,0.010058951794116597,0.0009697690529893951,0.0008072583356848954,8.485790976127145e-05,0.0008316476343063823,0.00030236810385627294,0.001116353170574858,0.00022305264968746963,0.0018484267222089877,6.575679875609693e-05,0.0008754358524511758,0.00014038775270429119,0.000818066908224405,4.214009441545425e-05,2.6933331038979345e-05,2.685622789094468e-05,3.929367065110737e-05,4.617447849562574e-06,1.3318508675756842e-05
12,15,0.010469722930009539,0.010547983580664002,0.013692899488799691,0.01426382798651123,0.01611094556824717,0.019559210724433538,0.019944959278095607,0.022512496901678964,0.031655843052611224,0.023568309440137856,0.03234935783033709,0.020526531520607544,0.028776771276808822,0.02228546955594385,0.02234559206702204,0.019277144473911413,0.012157441192130683,0.012218893831058104,0.00016412056733482977,0.0010961553587475802,0.0005739646514894722,0.0018336291018043048,0.0007051465406323304,0.002973871613446724,0.0008609932571024328,0.003347330805515085,0.008736183422186702,0.0026278374506255174,0.009604812004096745,0.0005872574099884298,0.008342677817805889,0.0029540999322463122,0.006212833875806387,0.0027034594354895026,0.0003297154610508325,0.0001235442570955169
12,16,0.009920258594082583,0.008109556602644674,0.014544991177856846,0.012435602744155136,0.022110553269977233,0.015413661897405952,0.027430450310536942,0.016572723718889855,0.03597858215046638,0.024771001810570424,0.03650383382917096,0.033318860360668966,0.030930971029118733,0.03312847581902991,0.021067879963624678,0.027125435805669316,0.011527335693859317,0.013610315678594092,0.002165421551945853,0.0002270311507256778,0.002884830527389071,0.0005466949822385501,0.008138855251625518,0.0011685485774697525,0.010469715138388116,0.0012601679837162285,0.01583474288825645,0.005266382064424675,0.012189259891857346,0.010239732664416641,0.008689233121067752,0.010699483569076075,0.0046994628857847534,0.008723132583071603,0.00022449004165510272,0.00038270131872403674
12,17,0.01191753282626297,0.010882752558828411,0.014195185679614154,0.014496551096768591,0.01542976617088068,0.019627600651731986,0.018483515713356796,0.02214024623901429,0.020839069715858922,0.022164137449164286,0.01987381127914676,0.01987372614220167,0.018101507988343986,0.01763790791551877,0.014949769991112275,0.01621873559839452,0.010148012904551655,0.011322055631949476,0.00018986129809033892,0.00025910476855872205,0.00026495152946671795,0.0006787553171275506,1.6998524638845895e-05,0.0005638840733132114,0.00019505568744050968,0.0004247652298272618,2.224972355546924e-05,0.0006171262318261294,0.00022019673197090091,0.000784406863137801,0.0001267432262609283,0.000442929559867594,4.557756887755332e-05,0.00019148379557442293,9.92716006450842e-06,2.212289598138597e-05
12,18,0.008067816214992758,0.015922096051714733,0.011696930047401239,0.018168385510925002,0.0154326491585694,0.01871744317038668,0.017344444851487423,0.019854972158058044,0.019377485281334855,0.029297955096052,0.020328327719925193,0.02929118490944958,0.01974921206603685,0.02502970769995885,0.018514394461178696,0.020750295903459916,0.013254865939413408,0.01279841730900088,0.00023217275719454307,0.0036991061256211777,0.000270190748333976,0.0037388789274550695,0.0009663649764627061,0.005654378217510123,0.001784724856412388,0.005464353708383815,0.0020974201233338887,0.013052988607554236,0.0022311124086003523,0.011913717591838128,0.0025682080632774794,0.007647997517233252,0.0019677582104269667,0.004774888948551663,0.0004504015164583268,0.0006533122408235875
12,19,0.012625360872453277,0.009947973782938702,0.0178872645324056,0.014730339213245588,0.025227851364075266,0.01888387507739376,0.03035375359564058,0.020638386967772242,0.033958230587788955,0.024031675348197737,0.031533490469653,0.023610470304950847,0.026507594962067917,0.021530749941886723,0.021300376627501907,0.01726720996534131,0.011967761027816347,0.01040476335455723,0.004017374406273783,0.0008173410898180028,0.0054679149029989394,0.0016066347247889923,0.00974449773110877,0.0021275896074444147,0.012151889254166512,0.0018911419351466097,0.01347697861519773,0.0031772849500596146,0.012027531635274338,0.0028458613774390152,0.00758250961151788,0.0020431286221188247,0.005261105385673117,0.0011672644761334472,0.00041613045604877314,0.00012177905488500815
12,2,0.013616344376770319,0.01375852739620937,0.01625331385312841,0.017474942750047195,0.016175837301564043,0.01879253691223363,0.015644653697131666,0.018812354793697014,0.019808050075208562,0.022704582477727595,0.020455082699106314,0.025428750420848818,0.019366739512609935,0.025104994661865443,0.017795599428576343,0.02088370611130272,0.013310329985382641,0.011792125826249927,0.0011589479662348688,0.0028381231648095936,0.0009720571134196191,0.002768180155388561,0.0008102151388022,0.0021292882997679466,0.001033233103094403,0.0013149485319710167,0.0012184880598958166,0.0006854405414950768,0.001218559056164741,0.0022276067289591526,0.0007310674857595221,0.004548784418073586,0.0003088615357204075,0.003690690699908813,9.966958643006713e-05,0.00018655194118029705
