ID,Incomplete,Quantity-Unit,DV-Unit,DS1-Theta_0,DS2-Theta_0,DS3-Theta_0,DS4-Theta_0
C.ECB.L.bur.0.B.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.692,0.955
C.ECB.L.bur.0.B.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.701,0.921
C.ECB.L.bur.0.B.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.656,1.0
C.ECB.L.bur.0.B.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.618,1.0
C.ECB.L.bur.0.B.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.84
C.ECB.L.bur.0.B.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.923
C.ECB.L.bur.0.B.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.861
C.ECB.L.bur.0.B.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.917
C.ECB.L.bur.0.B.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.895
C.ECB.L.bur.0.B.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.563,1.0
C.ECB.L.bur.0.B.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.731,1.0
C.ECB.L.bur.0.B.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.71,0.965
C.ECB.L.bur.0.B.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.673,1.0
C.ECB.L.bur.0.B.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.607,1.0
C.ECB.L.bur.0.C.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.601,1.0
C.ECB.L.bur.0.C.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.724,0.965
C.ECB.L.bur.0.C.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.729,0.938
C.ECB.L.bur.0.C.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.695,0.966
C.ECB.L.bur.0.C.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.661,1.0
C.ECB.L.bur.0.C.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.83
C.ECB.L.bur.0.C.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.94
C.ECB.L.bur.0.C.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.865
C.ECB.L.bur.0.C.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.926
C.ECB.L.bur.0.C.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.874
C.ECB.L.bur.0.C.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.897
C.ECB.L.bur.0.C.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.737,1.0
C.ECB.L.bur.0.C.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.715,0.893
C.ECB.L.bur.0.C.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.68,1.0
C.ECB.L.bur.0.C.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.6,1.0
C.ECB.L.bur.0.D.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.424,0.952
C.ECB.L.bur.0.D.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.532,0.927
C.ECB.L.bur.0.D.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.612,0.91
C.ECB.L.bur.0.D.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.44,0.977
C.ECB.L.bur.0.D.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.418,0.899
C.ECB.L.bur.0.D.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.371
C.ECB.L.bur.0.D.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.819
C.ECB.L.bur.0.D.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.857
C.ECB.L.bur.0.D.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.683
C.ECB.L.bur.0.D.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.479
C.ECB.L.bur.0.D.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.47
C.ECB.L.bur.0.D.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.236,1.0
C.ECB.L.bur.0.D.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.523,0.897
C.ECB.L.bur.0.D.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.12,1.0
C.ECB.L.bur.0.D.med.70-Cost,0,1 EA,loss_ratio,0.01,0.012,0.082,1.0
C.ECB.L.bur.1.A.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.262,1.0
C.ECB.L.bur.1.A.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.603,1.0
C.ECB.L.bur.1.A.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.459,1.0
C.ECB.L.bur.1.A.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.5,1.0
C.ECB.L.bur.1.A.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.36,1.0
C.ECB.L.bur.1.A.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.448
C.ECB.L.bur.1.A.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.744,0.746
C.ECB.L.bur.1.A.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.315
C.ECB.L.bur.1.A.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.714,0.716
C.ECB.L.bur.1.A.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.519
C.ECB.L.bur.1.A.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.537
C.ECB.L.bur.1.A.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.55,1.0
C.ECB.L.bur.1.A.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.33,1.0
C.ECB.L.bur.1.A.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.818
C.ECB.L.bur.1.A.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.664
C.ECB.L.bur.1.B.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.302,1.0
C.ECB.L.bur.1.B.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.608,1.0
C.ECB.L.bur.1.B.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.496,1.0
C.ECB.L.bur.1.B.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.509,1.0
C.ECB.L.bur.1.B.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.368,1.0
C.ECB.L.bur.1.B.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.45
C.ECB.L.bur.1.B.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.777
C.ECB.L.bur.1.B.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.49
C.ECB.L.bur.1.B.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.748
C.ECB.L.bur.1.B.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.603,0.605
C.ECB.L.bur.1.B.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.636
C.ECB.L.bur.1.B.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.566,1.0
C.ECB.L.bur.1.B.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.399,1.0
C.ECB.L.bur.1.B.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.469,1.0
C.ECB.L.bur.1.B.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.668
C.ECB.L.bur.1.C.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.346,1.0
C.ECB.L.bur.1.C.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.682,1.0
C.ECB.L.bur.1.C.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.555,1.0
C.ECB.L.bur.1.C.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.571,1.0
C.ECB.L.bur.1.C.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.452,1.0
C.ECB.L.bur.1.C.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.543
C.ECB.L.bur.1.C.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.849
C.ECB.L.bur.1.C.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.6
C.ECB.L.bur.1.C.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.776
C.ECB.L.bur.1.C.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.666
C.ECB.L.bur.1.C.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.695
C.ECB.L.bur.1.C.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.886
C.ECB.L.bur.1.C.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.478,1.0
C.ECB.L.bur.1.C.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.826
C.ECB.L.bur.1.C.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.783
C.ECB.L.bur.1.D.hig.100-Cost,0,1 EA,loss_ratio,0.024,0.027,0.046,0.474
C.ECB.L.bur.1.D.hig.15-Cost,0,1 EA,loss_ratio,0.011,0.013,0.068,0.879
C.ECB.L.bur.1.D.hig.3-Cost,0,1 EA,loss_ratio,0.007,0.009,0.074,0.942
C.ECB.L.bur.1.D.hig.35-Cost,0,1 EA,loss_ratio,0.017,0.019,0.059,0.682
C.ECB.L.bur.1.D.hig.70-Cost,0,1 EA,loss_ratio,0.022,0.024,0.05,0.576
C.ECB.L.bur.1.D.low.100-Cost,0,1 EA,loss_ratio,0.025,0.03,0.038,0.04
C.ECB.L.bur.1.D.low.15-Cost,0,1 EA,loss_ratio,0.026,0.028,0.035,0.041
C.ECB.L.bur.1.D.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.188,0.19
C.ECB.L.bur.1.D.low.35-Cost,0,1 EA,loss_ratio,0.026,0.029,0.038,0.041
C.ECB.L.bur.1.D.low.70-Cost,0,1 EA,loss_ratio,0.025,0.031,0.038,0.04
C.ECB.L.bur.1.D.med.100-Cost,0,1 EA,loss_ratio,0.026,0.029,0.038,0.04
C.ECB.L.bur.1.D.med.15-Cost,0,1 EA,loss_ratio,0.021,0.023,0.045,0.048
C.ECB.L.bur.1.D.med.3-Cost,0,1 EA,loss_ratio,0.026,0.028,0.041,0.504
C.ECB.L.bur.1.D.med.35-Cost,0,1 EA,loss_ratio,0.026,0.028,0.034,0.041
C.ECB.L.bur.1.D.med.70-Cost,0,1 EA,loss_ratio,0.026,0.028,0.038,0.041
C.ECB.L.spm.0.A.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.599,0.933
C.ECB.L.spm.0.A.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.637,0.936
C.ECB.L.spm.0.A.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.699,0.898
C.ECB.L.spm.0.A.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.632,0.97
C.ECB.L.spm.0.A.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.607,0.919
C.ECB.L.spm.0.A.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.866
C.ECB.L.spm.0.A.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.915
C.ECB.L.spm.0.A.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.857
C.ECB.L.spm.0.A.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.903
C.ECB.L.spm.0.A.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.886
C.ECB.L.spm.0.A.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.609,0.921
C.ECB.L.spm.0.A.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.72,0.998
C.ECB.L.spm.0.A.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.686,1.0
C.ECB.L.spm.0.A.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.688,1.0
C.ECB.L.spm.0.A.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.646,1.0
C.ECB.L.spm.0.B.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.582,1.0
C.ECB.L.spm.0.B.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.683,0.996
C.ECB.L.spm.0.B.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.694,0.915
C.ECB.L.spm.0.B.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.659,1.0
C.ECB.L.spm.0.B.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.617,1.0
C.ECB.L.spm.0.B.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.855
C.ECB.L.spm.0.B.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.93
C.ECB.L.spm.0.B.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.86
C.ECB.L.spm.0.B.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.91
C.ECB.L.spm.0.B.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.873
C.ECB.L.spm.0.B.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.54,1.0
C.ECB.L.spm.0.B.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.729,1.0
C.ECB.L.spm.0.B.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.678,1.0
C.ECB.L.spm.0.B.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.669,1.0
C.ECB.L.spm.0.B.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.6,1.0
C.ECB.L.spm.0.C.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.594,1.0
C.ECB.L.spm.0.C.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.715,1.0
C.ECB.L.spm.0.C.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.716,0.929
C.ECB.L.spm.0.C.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.693,0.94
C.ECB.L.spm.0.C.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.637,1.0
C.ECB.L.spm.0.C.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.825
C.ECB.L.spm.0.C.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.938
C.ECB.L.spm.0.C.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.865
C.ECB.L.spm.0.C.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.922
C.ECB.L.spm.0.C.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.889
C.ECB.L.spm.0.C.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.507,1.0
C.ECB.L.spm.0.C.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.729,1.0
C.ECB.L.spm.0.C.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.683,0.979
C.ECB.L.spm.0.C.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.681,1.0
C.ECB.L.spm.0.C.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.599,1.0
C.ECB.L.spm.0.D.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.331,0.915
C.ECB.L.spm.0.D.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.403,0.928
C.ECB.L.spm.0.D.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.484,0.918
C.ECB.L.spm.0.D.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.346,0.967
C.ECB.L.spm.0.D.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.346,0.919
C.ECB.L.spm.0.D.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.363,0.365
C.ECB.L.spm.0.D.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.817
C.ECB.L.spm.0.D.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.856
C.ECB.L.spm.0.D.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.679
C.ECB.L.spm.0.D.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.478
C.ECB.L.spm.0.D.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.459
C.ECB.L.spm.0.D.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.177,1.0
C.ECB.L.spm.0.D.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.399,0.888
C.ECB.L.spm.0.D.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.098,1.0
C.ECB.L.spm.0.D.med.70-Cost,0,1 EA,loss_ratio,0.006,0.008,0.072,1.0
C.ECB.L.spm.1.A.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.173,1.0
C.ECB.L.spm.1.A.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.573,1.0
C.ECB.L.spm.1.A.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.352,0.841
C.ECB.L.spm.1.A.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.433,1.0
C.ECB.L.spm.1.A.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.268,1.0
C.ECB.L.spm.1.A.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.421
C.ECB.L.spm.1.A.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.76
C.ECB.L.spm.1.A.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.345
C.ECB.L.spm.1.A.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.726
C.ECB.L.spm.1.A.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.526
C.ECB.L.spm.1.A.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.567
C.ECB.L.spm.1.A.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.477,1.0
C.ECB.L.spm.1.A.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.265,1.0
C.ECB.L.spm.1.A.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.793
C.ECB.L.spm.1.A.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.678
C.ECB.L.spm.1.B.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.228,1.0
C.ECB.L.spm.1.B.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.555,1.0
C.ECB.L.spm.1.B.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.415,0.867
C.ECB.L.spm.1.B.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.467,1.0
C.ECB.L.spm.1.B.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.314,1.0
C.ECB.L.spm.1.B.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.485
C.ECB.L.spm.1.B.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.822
C.ECB.L.spm.1.B.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.468
C.ECB.L.spm.1.B.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.741
C.ECB.L.spm.1.B.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.583
C.ECB.L.spm.1.B.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.559
C.ECB.L.spm.1.B.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.519,1.0
C.ECB.L.spm.1.B.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.325,1.0
C.ECB.L.spm.1.B.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.824,0.826
C.ECB.L.spm.1.B.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.679
C.ECB.L.spm.1.C.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.288,1.0
C.ECB.L.spm.1.C.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.632,1.0
C.ECB.L.spm.1.C.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.481,1.0
C.ECB.L.spm.1.C.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.526,1.0
C.ECB.L.spm.1.C.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.374,1.0
C.ECB.L.spm.1.C.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.58
C.ECB.L.spm.1.C.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.861,0.863
C.ECB.L.spm.1.C.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.507
C.ECB.L.spm.1.C.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.798
C.ECB.L.spm.1.C.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.634
C.ECB.L.spm.1.C.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.682
C.ECB.L.spm.1.C.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.584,1.0
C.ECB.L.spm.1.C.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.371,1.0
C.ECB.L.spm.1.C.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.869
C.ECB.L.spm.1.C.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.439,0.768
C.ECB.L.spm.1.D.hig.100-Cost,0,1 EA,loss_ratio,0.024,0.026,0.044,0.476
C.ECB.L.spm.1.D.hig.15-Cost,0,1 EA,loss_ratio,0.012,0.014,0.055,0.878
C.ECB.L.spm.1.D.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.068,0.923
C.ECB.L.spm.1.D.hig.35-Cost,0,1 EA,loss_ratio,0.015,0.017,0.054,0.801
C.ECB.L.spm.1.D.hig.70-Cost,0,1 EA,loss_ratio,0.022,0.024,0.045,0.583
C.ECB.L.spm.1.D.low.100-Cost,0,1 EA,loss_ratio,0.021,0.032,0.038,0.04
C.ECB.L.spm.1.D.low.15-Cost,0,1 EA,loss_ratio,0.025,0.027,0.034,0.041
C.ECB.L.spm.1.D.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.191
C.ECB.L.spm.1.D.low.35-Cost,0,1 EA,loss_ratio,0.021,0.03,0.036,0.041
C.ECB.L.spm.1.D.low.70-Cost,0,1 EA,loss_ratio,0.025,0.027,0.033,0.041
C.ECB.L.spm.1.D.med.100-Cost,0,1 EA,loss_ratio,0.026,0.028,0.032,0.04
C.ECB.L.spm.1.D.med.15-Cost,0,1 EA,loss_ratio,0.018,0.02,0.043,0.048
C.ECB.L.spm.1.D.med.3-Cost,0,1 EA,loss_ratio,0.025,0.032,0.04,0.505
C.ECB.L.spm.1.D.med.35-Cost,0,1 EA,loss_ratio,0.025,0.027,0.033,0.041
C.ECB.L.spm.1.D.med.70-Cost,0,1 EA,loss_ratio,0.026,0.028,0.032,0.041
C.ECB.M.bur.0.A.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.541,0.835
C.ECB.M.bur.0.A.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.542,0.848
C.ECB.M.bur.0.A.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.611,0.827
C.ECB.M.bur.0.A.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.554,0.845
C.ECB.M.bur.0.A.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.539,0.842
C.ECB.M.bur.0.A.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.823
C.ECB.M.bur.0.A.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.839
C.ECB.M.bur.0.A.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.773
C.ECB.M.bur.0.A.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.829
C.ECB.M.bur.0.A.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.817,0.819
C.ECB.M.bur.0.A.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.537,1.0
C.ECB.M.bur.0.A.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.604,0.866
C.ECB.M.bur.0.A.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.633,0.801
C.ECB.M.bur.0.A.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.577,0.892
C.ECB.M.bur.0.A.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.547,1.0
C.ECB.M.bur.0.B.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.597,0.891
C.ECB.M.bur.0.B.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.605,0.854
C.ECB.M.bur.0.B.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.624,0.83
C.ECB.M.bur.0.B.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.582,0.852
C.ECB.M.bur.0.B.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.593,0.851
C.ECB.M.bur.0.B.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.823
C.ECB.M.bur.0.B.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.847
C.ECB.M.bur.0.B.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.777
C.ECB.M.bur.0.B.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.854
C.ECB.M.bur.0.B.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.836
C.ECB.M.bur.0.B.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.569,1.0
C.ECB.M.bur.0.B.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.651,0.859
C.ECB.M.bur.0.B.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.685,0.821
C.ECB.M.bur.0.B.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.637,0.877
C.ECB.M.bur.0.B.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.614,1.0
C.ECB.M.bur.0.C.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.64,1.0
C.ECB.M.bur.0.C.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.651,0.863
C.ECB.M.bur.0.C.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.678,0.833
C.ECB.M.bur.0.C.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.655,0.859
C.ECB.M.bur.0.C.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.654,0.895
C.ECB.M.bur.0.C.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.842
C.ECB.M.bur.0.C.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.866
