ID,Incomplete,Demand-Type,Demand-Unit,Demand-Offset,Demand-Directional,LS1-Family,LS1-Theta_0,LS1-Theta_1,LS1-DamageStateWeights,LS2-Family,LS2-Theta_0,LS2-Theta_1,LS2-DamageStateWeights,LS3-Family,LS3-Theta_0,LS3-Theta_1,LS3-DamageStateWeights,LS4-Family,LS4-Theta_0,LS4-Theta_1,LS4-DamageStateWeights
D3041.022d,0,Peak Floor Acceleration,g,1,0,lognormal,3.75,0.4,,lognormal,4.5,0.4,,,,,,,,,
D3041.031a,0,Peak Floor Acceleration,g,1,0,lognormal,1.3,0.4,,,,,,,,,,,,,
D3041.031b,0,Peak Floor Acceleration,g,1,0,lognormal,1.3,0.4,,,,,,,,,,,,,
D3041.032a,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,,,,,,,,,,,,
D3041.032b,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,,,,,,,,,,,,
D3041.032c,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,,,,,,,,,,,,
D3041.032d,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,,,,,,,,,,,,
D3041.041a,0,Peak Floor Acceleration,g,1,0,lognormal,1.9,0.4,,,,,,,,,,,,,
D3041.041b,0,Peak Floor Acceleration,g,1,0,lognormal,1.9,0.4,,,,,,,,,,,,,
D3041.101a,0,Peak Floor Acceleration,g,0,0,lognormal,0.5,0.4,,,,,,,,,,,,,
D3041.102a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D3041.102b,0,Peak Floor Acceleration,g,0,0,lognormal,1.0,0.6,,,,,,,,,,,,,
D3041.102c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D3041.103a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D3041.103b,0,Peak Floor Acceleration,g,0,0,lognormal,4.8,0.6,,,,,,,,,,,,,
D3041.103c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D3052.011a,0,Peak Floor Acceleration,g,0,0,lognormal,0.25,0.4,0.670000 | 0.330000,,,,,,,,,,,,
D3052.011b,0,Peak Floor Acceleration,g,0,0,lognormal,0.25,0.4,0.670000 | 0.330000,,,,,,,,,,,,
D3052.011c,0,Peak Floor Acceleration,g,0,0,lognormal,0.25,0.4,0.670000 | 0.330000,,,,,,,,,,,,
D3052.011d,0,Peak Floor Acceleration,g,0,0,lognormal,0.25,0.4,0.670000 | 0.330000,,,,,,,,,,,,
D3052.013a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D3052.013b,0,Peak Floor Acceleration,g,0,0,lognormal,1.54,0.6,0.670000 | 0.330000,,,,,,,,,,,,
D3052.013c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.350000 | 0.150000,,,,,,,,,,,,
D3052.013d,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D3052.013e,0,Peak Floor Acceleration,g,0,0,lognormal,1.54,0.6,0.670000 | 0.330000,,,,,,,,,,,,
D3052.013f,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.350000 | 0.150000,,,,,,,,,,,,
D3052.013g,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D3052.013h,0,Peak Floor Acceleration,g,0,0,lognormal,1.54,0.6,0.670000 | 0.330000,,,,,,,,,,,,
D3052.013i,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.350000 | 0.150000,,,,,,,,,,,,
D3052.013j,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D3052.013k,0,Peak Floor Acceleration,g,0,0,lognormal,1.54,0.6,0.670000 | 0.330000,,,,,,,,,,,,
D3052.013l,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.350000 | 0.150000,,,,,,,,,,,,
D3067.011a,0,Peak Floor Acceleration,g,0,0,lognormal,0.69,0.4,,,,,,,,,,,,,
D3067.012a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D3067.012b,0,Peak Floor Acceleration,g,0,0,lognormal,3.0,0.4,,,,,,,,,,,,,
D3067.012c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D4011.021a,0,Peak Floor Acceleration,g,1,0,lognormal,1.1,0.4,,lognormal,2.4,0.5,,,,,,,,,
D4011.022a,0,Peak Floor Acceleration,g,1,0,lognormal,1.1,0.4,,lognormal,2.4,0.5,,,,,,,,,
D4011.023a,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,lognormal,2.6,0.4,,,,,,,,,
D4011.024a,0,Peak Floor Acceleration,g,1,0,lognormal,1.9,0.4,,lognormal,3.4,0.4,,,,,,,,,
D4011.031a,0,Peak Floor Acceleration,g,1,0,lognormal,0.75,0.4,,lognormal,0.95,0.4,,,,,,,,,
D4011.032a,0,Peak Floor Acceleration,g,1,0,lognormal,0.75,0.4,,lognormal,0.95,0.4,,,,,,,,,
D4011.033a,0,Peak Floor Acceleration,g,1,0,lognormal,0.95,0.4,,,,,,,,,,,,,
D4011.034a,0,Peak Floor Acceleration,g,1,0,lognormal,1.3,0.4,,,,,,,,,,,,,
D4011.041a,0,Peak Floor Acceleration,g,1,0,lognormal,0.55,0.4,,lognormal,0.95,0.4,,,,,,,,,
D4011.042a,0,Peak Floor Acceleration,g,1,0,lognormal,0.55,0.4,,lognormal,0.95,0.4,,,,,,,,,
D4011.053a,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,lognormal,2.25,0.4,,,,,,,,,
D4011.054a,0,Peak Floor Acceleration,g,1,0,lognormal,1.9,0.4,,lognormal,3.0,0.4,,,,,,,,,
D4011.063a,0,Peak Floor Acceleration,g,1,0,lognormal,0.55,0.4,,lognormal,1.3,0.4,,,,,,,,,
D4011.064a,0,Peak Floor Acceleration,g,1,0,lognormal,1.1,0.4,,lognormal,2.25,0.4,,,,,,,,,
D4011.071a,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,lognormal,2.25,0.4,,,,,,,,,
D4011.072a,0,Peak Floor Acceleration,g,1,0,lognormal,1.5,0.4,,lognormal,2.25,0.4,,,,,,,,,
D4011.073a,0,Peak Floor Acceleration,g,1,0,lognormal,2.6,0.4,,lognormal,3.0,0.4,,,,,,,,,
D4011.074a,0,Peak Floor Acceleration,g,1,0,lognormal,3.75,0.4,,lognormal,4.5,0.4,,,,,,,,,
D5011.011a,0,Peak Floor Acceleration,g,0,0,lognormal,1.01,0.6,,,,,,,,,,,,,
D5011.011b,0,Peak Floor Acceleration,g,0,0,lognormal,1.01,0.6,,,,,,,,,,,,,
D5011.011c,0,Peak Floor Acceleration,g,0,0,lognormal,1.01,0.6,,,,,,,,,,,,,
D5011.011d,0,Peak Floor Acceleration,g,0,0,lognormal,1.01,0.6,,,,,,,,,,,,,
D5011.013a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5011.013b,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.5,,,,,,,,,,,,,
D5011.013c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5011.013d,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5011.013e,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.5,,,,,,,,,,,,,
D5011.013f,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5011.013g,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5011.013h,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.5,,,,,,,,,,,,,
D5011.013i,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5011.013j,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5011.013k,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.5,,,,,,,,,,,,,
D5011.013l,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.013a,0,Peak Floor Acceleration,g,0,0,lognormal,0.73,0.45,,,,,,,,,,,,,
D5012.013b,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.013c,0,Peak Floor Acceleration,g,0,0,lognormal,2.5,0.4,,,,,,,,,,,,,
D5012.013d,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.021a,0,Peak Floor Acceleration,g,0,0,lognormal,1.28,0.4,,,,,,,,,,,,,
D5012.021b,0,Peak Floor Acceleration,g,0,0,lognormal,1.28,0.4,,,,,,,,,,,,,
D5012.021c,0,Peak Floor Acceleration,g,0,0,lognormal,1.28,0.4,,,,,,,,,,,,,
D5012.021d,0,Peak Floor Acceleration,g,0,0,lognormal,1.28,0.4,,,,,,,,,,,,,
D5012.023a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.023b,0,Peak Floor Acceleration,g,0,0,lognormal,2.4,0.4,,,,,,,,,,,,,
D5012.023c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.023d,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.023e,0,Peak Floor Acceleration,g,0,0,lognormal,2.4,0.4,,,,,,,,,,,,,
D5012.023f,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.023g,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.023h,0,Peak Floor Acceleration,g,0,0,lognormal,2.4,0.4,,,,,,,,,,,,,
D5012.023i,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.023j,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.023k,0,Peak Floor Acceleration,g,0,0,lognormal,2.4,0.4,,,,,,,,,,,,,
D5012.023l,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.031a,0,Peak Floor Acceleration,g,0,0,lognormal,2.16,0.45,,,,,,,,,,,,,
D5012.031b,0,Peak Floor Acceleration,g,0,0,lognormal,2.16,0.45,,,,,,,,,,,,,
D5012.031c,0,Peak Floor Acceleration,g,0,0,lognormal,2.16,0.45,,,,,,,,,,,,,
D5012.031d,0,Peak Floor Acceleration,g,0,0,lognormal,2.16,0.45,,,,,,,,,,,,,
D5012.033a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.033b,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.4,,,,,,,,,,,,,
D5012.033c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.033d,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.033e,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.4,,,,,,,,,,,,,
D5012.033f,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.033g,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.033h,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.4,,,,,,,,,,,,,
D5012.033i,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5012.033j,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5012.033k,0,Peak Floor Acceleration,g,0,0,lognormal,3.05,0.4,,,,,,,,,,,,,
D5012.033l,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.500000,,,,,,,,,,,,
D5092.011a,0,Peak Floor Acceleration,g,0,0,lognormal,1.11,0.6,0.450000 | 0.000000 | 0.450000 | 0.000000 | 0.050000 | 0.000000 | 0.050000,,,,,,,,,,,,
D5092.013a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.013b,0,Peak Floor Acceleration,g,0,0,lognormal,2.32,0.2,0.450000 | 0.000000 | 0.450000 | 0.000000 | 0.050000 | 0.000000 | 0.050000,,,,,,,,,,,,
D5092.013c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.150000 | 0.250000 | 0.100000,,,,,,,,,,,,
D5092.021a,0,Peak Floor Acceleration,g,0,0,lognormal,1.07,0.4,0.500000 | 0.500000,,,,,,,,,,,,
D5092.023a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.023b,0,Peak Floor Acceleration,g,0,0,lognormal,2.7,0.6,0.500000 | 0.500000,,,,,,,,,,,,
D5092.023c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.250000 | 0.250000,,,,,,,,,,,,
D5092.031a,0,Peak Floor Acceleration,g,0,0,lognormal,0.9,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.031b,0,Peak Floor Acceleration,g,0,0,lognormal,0.9,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.031c,0,Peak Floor Acceleration,g,0,0,lognormal,0.9,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.031d,0,Peak Floor Acceleration,g,0,0,lognormal,0.9,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.032a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.032b,0,Peak Floor Acceleration,g,0,0,lognormal,1.07,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.032c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
D5092.032d,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.032e,0,Peak Floor Acceleration,g,0,0,lognormal,1.07,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.032f,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
D5092.032g,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.032h,0,Peak Floor Acceleration,g,0,0,lognormal,1.07,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.032i,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
D5092.032j,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.032k,0,Peak Floor Acceleration,g,0,0,lognormal,1.07,0.4,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.032l,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
D5092.033a,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.033b,0,Peak Floor Acceleration,g,0,0,lognormal,2.0,0.2,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.033c,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
D5092.033d,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.033e,0,Peak Floor Acceleration,g,0,0,lognormal,2.0,0.2,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.033f,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
D5092.033g,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.033h,0,Peak Floor Acceleration,g,0,0,lognormal,2.0,0.2,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.033i,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
D5092.033j,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.700000 | 0.300000,,,,,,,,,,,,
D5092.033k,0,Peak Floor Acceleration,g,0,0,lognormal,2.0,0.2,0.700000 | 0.100000 | 0.100000 | 0.100000,,,,,,,,,,,,
D5092.033l,1,Peak Floor Acceleration,g,0,0,lognormal,,,0.350000 | 0.150000 | 0.400000 | 0.050000 | 0.050000,,,,,,,,,,,,
E2022.001,0,Peak Floor Acceleration,g,0,0,lognormal,1.0,0.4,,,,,,,,,,,,,
E2022.010,0,Peak Floor Acceleration,g,0,0,lognormal,0.4,0.6,,,,,,,,,,,,,
E2022.011,0,Peak Floor Acceleration,g,0,0,lognormal,1.0,0.5,,,,,,,,,,,,,
E2022.012,0,Peak Floor Acceleration,g,0,0,lognormal,0.6,0.6,,,,,,,,,,,,,
E2022.013,0,Peak Floor Acceleration,g,0,0,lognormal,0.25,0.5,,,,,,,,,,,,,
E2022.020,0,Peak Floor Acceleration,g,0,0,lognormal,0.8,0.45,,,,,,,,,,,,,
E2022.021,0,Peak Floor Acceleration,g,0,0,lognormal,2.5,0.5,,,,,,,,,,,,,
E2022.022,0,Peak Floor Acceleration,g,0,0,lognormal,1.0,0.5,,,,,,,,,,,,,
E2022.023,0,Peak Floor Acceleration,g,0,0,lognormal,0.4,0.5,,,,,,,,,,,,,
E2022.102a,0,Peak Floor Velocity,mps,0,0,lognormal,0.724,0.5,,,,,,,,,,,,,
E2022.102b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
E2022.103a,0,Peak Floor Velocity,mps,0,0,lognormal,0.493,0.5,,,,,,,,,,,,,
E2022.103b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
E2022.104a,0,Peak Floor Velocity,mps,0,0,lognormal,0.361,0.5,,,,,,,,,,,,,
E2022.104b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
E2022.105a,0,Peak Floor Velocity,mps,0,0,lognormal,0.29,0.5,,,,,,,,,,,,,
E2022.105b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
E2022.106a,0,Peak Floor Velocity,mps,0,0,lognormal,0.251,0.5,,,,,,,,,,,,,
E2022.106b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
E2022.112a,0,Peak Floor Velocity,mps,0,0,lognormal,1.229,0.5,,,,,,,,,,,,,
E2022.112b,1,Peak Floor Velocity,mps,0,0,lognormal,,,,,,,,,,,,,,,
E2022.114a,0,Peak Floor Velocity,mps,0,0,lognormal,0.498,0.5,,,,,,,,,,,,,
E2022.114b,1,Peak Floor Velocity,mps,0,0,lognormal,,,,,,,,,,,,,,,
E2022.124a,0,Peak Floor Velocity,mps,0,0,lognormal,0.688,0.5,,,,,,,,,,,,,
E2022.124b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
E2022.125a,0,Peak Floor Velocity,mps,0,0,lognormal,0.526,0.5,,,,,,,,,,,,,
E2022.125b,1,Peak Floor Acceleration,g,0,0,lognormal,,,,,,,,,,,,,,,
F1012.001,0,Peak Floor Acceleration,g,0,0,lognormal,0.42,0.4,0.600000 | 0.400000,,,,,,,,,,,,
