ID,Incomplete,Demand-Type,Demand-Unit,Demand-Offset,Demand-Directional,LS1-Family,LS1-Theta_0,LS1-Theta_1,LS1-DamageStateWeights,LS2-Family,LS2-Theta_0,LS2-Theta_1,LS2-DamageStateWeights,LS3-Family,LS3-Theta_0,LS3-Theta_1,LS3-DamageStateWeights,LS4-Family,LS4-Theta_0,LS4-Theta_1,LS4-DamageStateWeights
B1031.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.04,0.4,0.950000 | 0.050000,lognormal,0.08,0.4,,lognormal,0.11,0.4,,,,,
B1031.011a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.04,0.4,0.950000 | 0.050000,lognormal,0.07,0.4,,lognormal,0.1,0.4,,,,,
B1031.011b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.04,0.4,0.950000 | 0.050000,lognormal,0.07,0.4,,lognormal,0.1,0.4,,,,,
B1031.011c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.04,0.4,0.950000 | 0.050000,lognormal,0.07,0.4,,lognormal,0.1,0.4,,,,,
B1031.021a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,0.950000 | 0.050000,lognormal,0.05,0.4,,,,,,,,,
B1031.021b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,0.950000 | 0.050000,lognormal,0.05,0.4,,,,,,,,,
B1031.021c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,0.950000 | 0.050000,lognormal,0.05,0.4,,,,,,,,,
B1033.001a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.001b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.001c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.002a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.002b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.002c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.003a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.003b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.003c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0058,0.65,,lognormal,0.0142,0.5,,lognormal,0.0283,0.25,
B1033.011a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.011b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.011c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.012a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.012b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.012c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.013a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.013b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.013c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0035,0.45,,lognormal,0.0092,0.3,,lognormal,0.0167,0.15,,lognormal,0.0223,0.15,
B1033.021a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.021b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.021c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.022a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.022b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.022c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.023a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.023b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.023c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0037,0.3,,lognormal,0.0075,0.25,,lognormal,0.0145,0.25,,lognormal,0.0199,0.35,
B1033.031a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0074,0.3,,lognormal,0.0121,0.25,,lognormal,0.0152,0.35,,,,,
B1033.031b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0074,0.3,,lognormal,0.0121,0.25,,lognormal,0.0152,0.35,,,,,
B1033.031c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0074,0.3,,lognormal,0.0121,0.25,,lognormal,0.0152,0.35,,,,,
B1033.032a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0074,0.3,,lognormal,0.0121,0.25,,lognormal,0.0152,0.35,,,,,
B1033.032b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0074,0.3,,lognormal,0.0121,0.25,,lognormal,0.0152,0.35,,,,,
B1033.032c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0074,0.3,,lognormal,0.0121,0.25,,lognormal,0.0152,0.35,,,,,
B1033.033a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0038,0.3,,lognormal,0.0075,0.55,,lognormal,0.0145,0.25,,lognormal,0.0185,0.35,
B1033.033b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0038,0.3,,lognormal,0.0075,0.55,,lognormal,0.0145,0.25,,lognormal,0.0185,0.35,
B1033.033c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0038,0.3,,lognormal,0.0075,0.55,,lognormal,0.0145,0.25,,lognormal,0.0185,0.35,
B1033.041a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.041b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.041c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.042a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.042b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.042c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.043a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.043b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.043c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00256,0.3,,lognormal,0.0048,0.3,,lognormal,0.0112,0.3,,,,,
B1033.051a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.051b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.051c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.052a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.052b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.052c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.053a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.053b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.053c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.0178,0.3,,,,,
B1033.061a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.061b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.061c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.062a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.062b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.062c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.063a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.063b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.063c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.00159,0.7,,lognormal,0.01,0.3,,lognormal,0.01776,0.3,,,,,
B1033.071a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.071b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.071c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.072a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.072b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.072c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.073a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.073b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.073c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0042,0.25,,,,,,,,,,,,,
B1033.101a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,,,,,,,,,,,,
B1033.101b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,,,,,,,,,,,,
B1033.101c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,,,,,,,,,,,,
B1033.111a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,,,,,,,,,,,,
B1033.111b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,,,,,,,,,,,,
B1033.111c,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,,,,,,,,,,,,
B1035.001,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.002,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.011,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.012,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.021,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.022,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.031,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.032,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.03,0.3,,lognormal,0.04,0.3,,lognormal,0.05,0.3,,,,,
B1035.041,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.017,0.4,0.750000 | 0.250000,lognormal,0.025,0.4,0.750000 | 0.250000,lognormal,0.03,0.4,,,,,
B1035.042,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.017,0.4,0.750000 | 0.250000,lognormal,0.025,0.4,0.750000 | 0.250000,lognormal,0.03,0.4,,,,,
B1035.051,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.017,0.4,0.750000 | 0.250000,lognormal,0.025,0.4,0.750000 | 0.250000,lognormal,0.03,0.4,,,,,
B1035.052,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.017,0.4,0.750000 | 0.250000,lognormal,0.025,0.4,0.750000 | 0.250000,lognormal,0.03,0.4,,,,,
B1035.061a,0,Peak Link Rotation Angle,rad,0,1,lognormal,0.04,0.3,,lognormal,0.06,0.3,,lognormal,0.08,0.3,,,,,
B1035.061b,0,Peak Link Rotation Angle,rad,0,1,lognormal,0.04,0.3,,lognormal,0.06,0.3,,lognormal,0.08,0.3,,,,,
B1035.062a,0,Peak Link Rotation Angle,rad,0,1,lognormal,0.04,0.3,,lognormal,0.06,0.3,,lognormal,0.08,0.3,,,,,
B1035.062b,0,Peak Link Rotation Angle,rad,0,1,lognormal,0.04,0.3,,lognormal,0.06,0.3,,lognormal,0.08,0.3,,,,,
B1041.001a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.0275,0.3,,lognormal,0.05,0.3,0.800000 | 0.200000,,,,
B1041.001b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.0275,0.3,,lognormal,0.05,0.3,0.800000 | 0.200000,,,,
B1041.002a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.0275,0.3,,lognormal,0.05,0.3,0.800000 | 0.200000,,,,
B1041.002b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.0275,0.3,,lognormal,0.05,0.3,0.800000 | 0.200000,,,,
B1041.003a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.0275,0.3,,lognormal,0.05,0.3,0.800000 | 0.200000,,,,
B1041.003b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.0275,0.3,,lognormal,0.05,0.3,0.800000 | 0.200000,,,,
B1041.011a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.04,0.3,0.500000 | 0.500000,,,,
B1041.011b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.04,0.3,0.500000 | 0.500000,,,,
B1041.012a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.04,0.3,0.500000 | 0.500000,,,,
B1041.012b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.04,0.3,0.500000 | 0.500000,,,,
B1041.013a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.04,0.3,0.500000 | 0.500000,,,,
B1041.013b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.04,0.3,0.500000 | 0.500000,,,,
B1041.021a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.035,0.3,0.400000 | 0.600000,,,,
B1041.021b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.035,0.3,0.400000 | 0.600000,,,,
B1041.022a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.035,0.3,0.400000 | 0.600000,,,,
B1041.022b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.035,0.3,0.400000 | 0.600000,,,,
B1041.023a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.035,0.3,0.400000 | 0.600000,,,,
B1041.023b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.02,0.4,,lognormal,0.025,0.3,,lognormal,0.035,0.3,0.400000 | 0.600000,,,,
B1041.031a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.031b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.032a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.032b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.033a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.033b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.041a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.041b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.042a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.042b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.043a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.043b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.051a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,lognormal,0.03,0.4,,,,,
B1041.051b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,lognormal,0.03,0.4,,,,,
B1041.052a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,lognormal,0.03,0.4,,,,,
B1041.052b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,lognormal,0.03,0.4,,,,,
B1041.053a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,lognormal,0.03,0.4,,,,,
B1041.053b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,lognormal,0.03,0.4,,,,,
B1041.061a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.061b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.062a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.062b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.063a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.063b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.071a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.071b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.072a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.072b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.073a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.073b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0025,0.4,,lognormal,0.005,0.5,,,,,,,,,
B1041.081a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.081b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.082a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.082b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.083a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.083b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.0175,0.4,,lognormal,0.0225,0.4,,lognormal,0.0322,0.4,,,,,
B1041.091a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.091b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.092a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.092b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.093a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.093b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.0175,0.4,,lognormal,0.02,0.4,,,,,
B1041.101a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.101b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.102a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.102b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.103a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.103b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.111a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.111b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.112a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.112b,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
B1041.113a,0,Peak Interstory Drift Ratio,ea,0,1,lognormal,0.015,0.4,,lognormal,0.02,0.4,,lognormal,0.025,0.4,,,,,
