ID,Incomplete,Quantity-Unit,DV-Unit,DS1-Family,DS1-Theta_0,DS1-Theta_1,DS1-LongLeadTime,DS2-Family,DS2-Theta_0,DS2-Theta_1,DS2-LongLeadTime,DS3-Family,DS3-Theta_0,DS3-Theta_1,DS3-LongLeadTime,DS4-Family,DS4-Theta_0,DS4-Theta_1,DS4-LongLeadTime,DS5-Family,DS5-Theta_0,DS5-Theta_1,DS5-LongLeadTime,DS6-Family,DS6-Theta_0,DS6-Theta_1,DS6-LongLeadTime,DS7-Family,DS7-Theta_0,DS7-Theta_1,DS7-LongLeadTime,DS8-Family,DS8-Theta_0,DS8-Theta_1,DS8-LongLeadTime,DS9-Family,DS9-Theta_0,DS9-Theta_1,DS9-LongLeadTime,DS10-Family,DS10-Theta_0,DS10-Theta_1,DS10-LongLeadTime,DS11-Family,DS11-Theta_0,DS11-Theta_1,DS11-LongLeadTime,DS12-Family,DS12-Theta_0,DS12-Theta_1,DS12-LongLeadTime,DS13-Family,DS13-Theta_0,DS13-Theta_1,DS13-LongLeadTime,DS14-Family,DS14-Theta_0,DS14-Theta_1,DS14-LongLeadTime,DS15-Family,DS15-Theta_0,DS15-Theta_1,DS15-LongLeadTime
B1033.072b-Time,0,1 EA,worker_day,normal,"36.9049,25.0953|3,7",0.393303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.072c-Cost,0,1 EA,US$_2011,normal,"64770.7,44044.1|3,7",0.28903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.072c-Time,0,1 EA,worker_day,normal,"42.863,29.1468|3,7",0.382149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.073a-Cost,0,1 EA,US$_2011,normal,"54679.1,37181.8|3,7",0.30583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.073a-Time,0,1 EA,worker_day,normal,"36.1847,24.6056|3,7",0.395009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.073b-Cost,0,1 EA,US$_2011,normal,"71197.1,48414|3,7",0.282485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.073b-Time,0,1 EA,worker_day,normal,"47.1157,32.0387|3,7",0.377224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.073c-Cost,0,1 EA,US$_2011,normal,"90203.9,61338.7|3,7",0.268169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.073c-Time,0,1 EA,worker_day,normal,"59.6938,40.5917|3,7",0.366626,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.101a-Cost,0,1 EA,US$_2011,normal,"57603.8,35448.5|5,20",0.305216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.101a-Time,0,1 EA,worker_day,normal,"38.1202,23.4586|5,20",0.394534,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.101b-Cost,0,1 EA,US$_2011,normal,"75505.8,46465.1|5,20",0.281572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.101b-Time,0,1 EA,worker_day,normal,"49.9671,30.749|5,20",0.376541,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.101c-Cost,0,1 EA,US$_2011,normal,"97802,60185.9|5,20",0.265261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.101c-Time,0,1 EA,worker_day,normal,"64.7219,39.8289|5,20",0.364504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.111a-Cost,0,1 EA,US$_2011,normal,"53992.7,33226.2|5,20",0.311826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.111a-Time,0,1 EA,worker_day,normal,"35.7304,21.9879|5,20",0.39967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.111b-Cost,0,1 EA,US$_2011,normal,"65931.5,40573.2|5,20",0.291269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.111b-Time,0,1 EA,worker_day,normal,"43.6311,26.8499|5,20",0.383846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.111c-Cost,0,1 EA,US$_2011,normal,"80367.6,49457|5,20",0.27756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1033.111c-Time,0,1 EA,worker_day,normal,"53.1844,32.7289|5,20",0.37355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.001-Cost,0,1 EA,US$_2011,normal,"21750,14790|3,7",0.352847,,normal,"36625,24905|3,7",0.305402,,normal,"36625,24905|3,7",0.305402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.001-Time,0,1 EA,worker_day,normal,"12.7941,8.70001|3,7",0.432436,0,normal,"21.5441,14.65|3,7",0.394677,0,normal,"21.5441,14.65|3,7",0.394677,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.002-Cost,0,1 EA,US$_2011,normal,"23000,15640|3,7",0.332125,,normal,"40500,27540|3,7",0.284048,,normal,"40500,27540|3,7",0.284048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.002-Time,0,1 EA,worker_day,normal,"13.5294,9.19997|3,7",0.415701,0,normal,"23.8235,16.2|3,7",0.378396,0,normal,"23.8235,16.2|3,7",0.378396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.011-Cost,0,1 EA,US$_2011,normal,"37500,25500|3,7",0.327493,,normal,"65375,44455|3,7",0.276427,,normal,"65375,44455|3,7",0.276427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.011-Time,0,1 EA,worker_day,normal,"22.0589,15|3,7",0.412009,0,normal,"38.4559,26.15|3,7",0.372709,0,normal,"38.4559,26.15|3,7",0.372709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.012-Cost,0,1 EA,US$_2011,normal,"40000,27200|3,7",0.309583,,normal,"73125,49725|3,7",0.247929,,normal,"73125,49725|3,7",0.247929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.012-Time,0,1 EA,worker_day,normal,"23.5294,16|3,7",0.397922,0,normal,"43.0147,29.25|3,7",0.352092,0,normal,"43.0147,29.25|3,7",0.352092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.021-Cost,0,1 EA,US$_2011,normal,"20880,13920|3,7",0.352847,,normal,"35160,23440|3,7",0.305402,,normal,"35160,23440|3,7",0.305402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.021-Time,0,1 EA,worker_day,normal,"12.2824,8.18824|3,7",0.432436,0,normal,"20.6824,13.7882|3,7",0.394677,0,normal,"20.6824,13.7882|3,7",0.394677,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.022-Cost,0,1 EA,US$_2011,normal,"22080,14720|3,7",0.332125,,normal,"38880,25920|3,7",0.284048,,normal,"38880,25920|3,7",0.284048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.022-Time,0,1 EA,worker_day,normal,"12.9882,8.65879|3,7",0.415701,0,normal,"22.8706,15.247|3,7",0.378396,0,normal,"22.8706,15.247|3,7",0.378396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.031-Cost,0,1 EA,US$_2011,normal,"42000,28000|3,7",0.34395,,normal,"62760,41840|3,7",0.276427,,normal,"62760,41840|3,7",0.276427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.031-Time,0,1 EA,worker_day,normal,"24.7058,16.4706|3,7",0.425207,0,normal,"36.9176,24.6118|3,7",0.372709,0,normal,"36.9176,24.6118|3,7",0.372709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.032-Cost,0,1 EA,US$_2011,normal,"42000,28000|3,7",0.34395,,normal,"70200,46800|3,7",0.247929,,normal,"70200,46800|3,7",0.247929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.032-Time,0,1 EA,worker_day,normal,"24.7058,16.4706|3,7",0.425207,0,normal,"41.2942,27.5294|3,7",0.352092,0,normal,"41.2942,27.5294|3,7",0.352092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.041-Cost,0,1 EA,US$_2011,normal,"14472,9648|5,30",0.351723,,normal,"16272,10848|5,30",0.351649,,lognormal,"17472,11648|5,30",0.319913,,lognormal,"21120,14080|5,30",0.368788,,lognormal,"17472,11648|5,30",0.336067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.041-Time,0,1 EA,worker_day,normal,"8.51292,5.67528|5,30",0.431519,0,normal,"9.57179,6.38121|5,30",0.431459,0,lognormal,"11.7482,8.32236|5,30",0.40601,0,lognormal,"12.4235,8.28231|5,30",0.445539,0,lognormal,"10.2776,6.85176|5,30",0.418857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.042-Cost,0,1 EA,US$_2011,normal,"15072,10048|5,30",0.358049,,normal,"17472,11648|5,30",0.362532,,normal,"17472,11648|5,30",0.371426,,lognormal,"21120,14080|5,30",0.368788,,lognormal,"17472,11648|5,30",0.336067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.042-Time,0,1 EA,worker_day,normal,"8.86585,5.91055|5,30",0.436691,0,normal,"10.2776,6.85176|5,30",0.440375,0,normal,"11.7482,8.32236|5,30",0.447724,0,lognormal,"12.4235,8.28231|5,30",0.445539,0,lognormal,"10.2776,6.85176|5,30",0.418857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.051-Cost,0,1 EA,US$_2011,normal,"21096,14064|5,30",0.358451,,normal,"22896,15264|5,30",0.357782,,normal,"22656,15104|5,30",0.304058,,normal,"28944,19296|5,30",0.317951,,normal,"22656,15104|5,30",0.326419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.051-Time,0,1 EA,worker_day,normal,"12.4094,8.27296|5,30",0.437021,0,normal,"13.4682,8.97879|5,30",0.436472,0,normal,"16.68,12.2376|5,30",0.393638,0,normal,"17.0258,11.3506|5,30",0.404466,0,normal,"13.3271,8.88472|5,30",0.411156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.052-Cost,0,1 EA,US$_2011,normal,"21096,14064|5,30",0.358451,,normal,"22896,15264|5,30",0.357782,,normal,"28704,19136|5,30",0.349046,,normal,"28944,19296|5,30",0.34141,,normal,"28704,19136|5,30",0.330592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.052-Time,0,1 EA,worker_day,normal,"12.4094,8.27296|5,30",0.437021,0,normal,"13.4682,8.97879|5,30",0.436472,0,normal,"15.8023,10.1741|5,30",0.42934,0,normal,"17.0258,11.3506|5,30",0.423156,0,normal,"16.8847,11.2565|5,30",0.414477,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.061a-Cost,0,1 EA,US$_2011,normal,"99120,66080|2,5",0.308013,,normal,"106320,70880|2,5",0.279598,,normal,"135960,90640|2,5",0.217376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.061a-Time,0,1 EA,worker_day,normal,"65.5942,43.7294|2,5",0.396702,0,normal,"70.3589,46.9059|2,5",0.375067,0,normal,"89.9735,59.9823|2,5",0.331289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.061b-Cost,0,1 EA,US$_2011,normal,"99120,66080|2,5",0.308013,,normal,"109920,73280|2,5",0.269528,,normal,"150360,100240|2,5",0.194908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.061b-Time,0,1 EA,worker_day,normal,"65.5942,43.7294|2,5",0.396702,0,normal,"72.7411,48.4941|2,5",0.367621,0,normal,"99.5029,66.3353|2,5",0.317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.062a-Cost,0,1 EA,US$_2011,normal,"99120,66080|2,5",0.308013,,normal,"106320,70880|2,5",0.279598,,normal,"150720,100480|2,5",0.206629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.062a-Time,0,1 EA,worker_day,normal,"65.5942,43.7294|2,5",0.396702,0,normal,"70.3589,46.9059|2,5",0.375067,0,normal,"99.7411,66.4941|2,5",0.324339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.062b-Cost,0,1 EA,US$_2011,normal,"99120,66080|2,5",0.308013,,normal,"109920,73280|2,5",0.269528,,normal,"168720,112480|2,5",0.193996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1035.062b-Time,0,1 EA,worker_day,normal,"65.5942,43.7294|2,5",0.396702,0,normal,"72.7411,48.4941|2,5",0.367621,0,normal,"111.653,74.4353|2,5",0.31644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.001a-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"38978.4,25985.6|5,20",0.318343,,normal,"47978.4,31985.6|5,20",0.302434,,normal,"38978.4,25985.6|5,20",0.318343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.001a-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"34.3927,22.9285|5,20",0.404775,0,normal,"42.3338,28.2226|5,20",0.392385,0,normal,"34.3927,22.9285|5,20",0.404775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.001b-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"38978.4,25985.6|5,20",0.318343,,normal,"47978.4,31985.6|5,20",0.302434,,normal,"38978.4,25985.6|5,20",0.318343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.001b-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"34.3927,22.9285|5,20",0.404775,0,normal,"42.3338,28.2226|5,20",0.392385,0,normal,"34.3927,22.9285|5,20",0.404775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.002a-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"41378.4,27585.6|5,20",0.305535,,normal,"49178.4,32785.6|5,20",0.294804,,normal,"41378.4,27585.6|5,20",0.305535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.002a-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"36.5104,24.3402|5,20",0.394781,0,normal,"43.3927,28.9285|5,20",0.386535,0,normal,"36.5104,24.3402|5,20",0.394781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.002b-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"41378.4,27585.6|5,20",0.305535,,normal,"49178.4,32785.6|5,20",0.294804,,normal,"41378.4,27585.6|5,20",0.305535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.002b-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"36.5104,24.3402|5,20",0.394781,0,normal,"43.3927,28.9285|5,20",0.386535,0,normal,"36.5104,24.3402|5,20",0.394781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.003a-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"41378.4,27585.6|5,20",0.305535,,normal,"49178.4,32785.6|5,20",0.294804,,normal,"41378.4,27585.6|5,20",0.305535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.003a-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"36.5104,24.3402|5,20",0.394781,0,normal,"43.3927,28.9285|5,20",0.386535,0,normal,"36.5104,24.3402|5,20",0.394781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.003b-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"41378.4,27585.6|5,20",0.305535,,normal,"49178.4,32785.6|5,20",0.294804,,normal,"41378.4,27585.6|5,20",0.305535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.003b-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"36.5104,24.3402|5,20",0.394781,0,normal,"43.3927,28.9285|5,20",0.386535,0,normal,"36.5104,24.3402|5,20",0.394781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.011a-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"38978.4,25985.6|5,20",0.318343,,normal,"47978.4,31985.6|5,20",0.302434,,normal,"38978.4,25985.6|5,20",0.318343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.011a-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"34.3927,22.9285|5,20",0.404775,0,normal,"42.3338,28.2226|5,20",0.392385,0,normal,"34.3927,22.9285|5,20",0.404775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.011b-Cost,0,1 EA,US$_2011,normal,"25704,17136|5,20",0.390923,,normal,"38978.4,25985.6|5,20",0.318343,,normal,"47978.4,31985.6|5,20",0.302434,,normal,"38978.4,25985.6|5,20",0.318343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1041.011b-Time,0,1 EA,worker_day,normal,"22.68,15.12|5,20",0.464027,0,normal,"34.3927,22.9285|5,20",0.404775,0,normal,"42.3338,28.2226|5,20",0.392385,0,normal,"34.3927,22.9285|5,20",0.404775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
