ID,Incomplete,DS1-Family,DS1-Theta_0,DS1-Theta_1,DS2-Family,DS2-Theta_0,DS2-Theta_1,DS3-Family,DS3-Theta_0,DS3-Theta_1,DS4-Family,DS4-Theta_0,DS4-Theta_1,DS5-Family,DS5-Theta_0,DS5-Theta_1
B.10.33.073c,0,lognormal,0.2,0.5,,,,,,,,,,,,
B.10.35.001,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.002,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.011,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.012,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.021,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.022,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.031,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.032,0,,,,lognormal,0.5,0.5,lognormal,0.5,0.5,,,,,,
B.10.35.041,0,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5
B.10.35.042,0,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5
B.10.35.051,0,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5
B.10.35.052,0,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5,lognormal,0.5,0.5
B.10.35.061a,0,,,,lognormal,0.5,0.5,lognormal,0.25,0.5,,,,,,
B.10.35.061b,0,,,,lognormal,0.5,0.5,lognormal,0.25,0.5,,,,,,
B.10.35.062a,0,,,,lognormal,0.5,0.5,lognormal,0.25,0.5,,,,,,
B.10.35.062b,0,,,,lognormal,0.5,0.5,lognormal,0.25,0.5,,,,,,
B.10.41.001a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.001b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.002a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.002b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.003a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.003b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.011a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.011b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.012a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.012b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.013a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.013b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.021a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.021b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.022a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.022b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.023a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.023b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.031a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.031b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.032a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.032b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.033a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.033b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.041a,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.041b,0,,,,,,,lognormal,0.2,0.5,,,,,,
B.10.41.042a,0,,,,,,,lognormal,0.2,0.5,,,,,,
